ID;Sursa de venit;Categorie;Tara;Platforma;Magazin;Retea afiliere;Comision;Tip comision;Recurent;Durata cookie;Valoare estimata client;Potential trafic;Competitie;Potential SEO;Dificultate;Dificultate aprobare;Venit lunar potential;Prioritate;URL;Status
AF0095;Comision afiliere — bitdefender.ro;Afiliere;RO;impact;bitdefender.ro;impact;20-40%;procent din vanzare;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;featured;https://www.bitdefender.ro;activ
AF0096;Comision afiliere — us.norton.com;Afiliere;international;impact;us.norton.com;impact;25%;procent din vanzare;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;featured;https://us.norton.com;activ
AF0097;Comision afiliere — coursera.org;Afiliere;international;impact;coursera.org;impact;15-45%;procent din vanzare;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;medie (lipseste linkul);usoara (cont activ);UNKNOWN;featured;https://www.coursera.org;FARA LINK AFILIAT
AF0098;Comision afiliere — revolut.com;Afiliere;international;impact;revolut.com;impact;$50-200 per referral;suma fixa;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;featured;https://www.revolut.com/business;activ
AF0099;Comision afiliere — market.envato.com;Afiliere;international;impact;market.envato.com;impact;30%;procent din vanzare;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;featured;https://market.envato.com;activ
AF0100;Comision afiliere — lenovo.com;Afiliere;international;impact;lenovo.com;impact;4-8%;procent din vanzare;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;featured;https://www.lenovo.com/ro;activ
AF0101;Comision afiliere — invideo.io;Afiliere;international;impact;invideo.io;impact;25-50%;procent din vanzare;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;featured;https://invideo.io;activ
AF0102;Comision afiliere — banggood.com;Afiliere;international;impact;banggood.com;impact;5-12%;procent din vanzare;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;featured;https://www.banggood.com;activ
AF0103;Comision afiliere — logitech.com;Afiliere;international;impact;logitech.com;impact;4-8%;procent din vanzare;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;featured;https://www.logitech.com;activ
AF0104;Comision afiliere — upwork.com;Afiliere;international;impact;upwork.com;impact;$150 per client nou;suma fixa;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://www.upwork.com;activ
AF0105;Comision afiliere — razer.com;Afiliere;international;impact;razer.com;impact;5-10%;procent din vanzare;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://www.razer.com;activ
AF0106;Comision afiliere — blinkist.com;Afiliere;international;impact;blinkist.com;impact;20-25%;procent din vanzare;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;medie (lipseste linkul);usoara (cont activ);UNKNOWN;standard;https://www.blinkist.com;FARA LINK AFILIAT
AF0107;Comision afiliere — 12go.com;Afiliere;international;impact;12go.com;impact;100% comision;procent din vanzare;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://12go.com;activ
AF0108;Comision afiliere — appsumo.com;Afiliere;international;impact;appsumo.com;impact;100% comision;procent din vanzare;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://appsumo.com;activ
AF0109;Comision afiliere — bitdefender.com;Afiliere;international;impact;bitdefender.com;impact;50% comision;procent din vanzare;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;http://www.bitdefender.com;activ
AF0110;Comision afiliere — bitgw.com;Afiliere;international;impact;bitgw.com;impact;55% comision;procent din vanzare;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://bitgw.com;activ
AF0111;Comision afiliere — efem.es;Afiliere;international;impact;efem.es;impact;60% comision;procent din vanzare;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;http://efem.es;activ
AF0112;Comision afiliere — gearupbooster.com;Afiliere;international;impact;gearupbooster.com;impact;70% comision;procent din vanzare;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://www.gearupbooster.com/;activ
AF0113;Comision afiliere — helium10.com;Afiliere;international;impact;helium10.com;impact;100% comision;procent din vanzare;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://www.helium10.com;activ
AF0114;Comision afiliere — hightideinc.com;Afiliere;international;impact;hightideinc.com;impact;50% comision;procent din vanzare;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;http://hightideinc.com/;activ
AF0115;Comision afiliere — mulerun.com;Afiliere;international;impact;mulerun.com;impact;50% comision;procent din vanzare;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://mulerun.com/chat;activ
AF0116;Comision afiliere — menavpn1.com;Afiliere;international;impact;menavpn1.com;impact;50% comision;procent din vanzare;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://menavpn1.com;activ
AF0117;Comision afiliere — nexo.com;Afiliere;international;impact;nexo.com;impact;100% comision;procent din vanzare;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://nexo.com;activ
AF0118;Comision afiliere — rewarx.com;Afiliere;international;impact;rewarx.com;impact;50% comision;procent din vanzare;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;medie (lipseste linkul);usoara (cont activ);UNKNOWN;standard;https://www.rewarx.com/;FARA LINK AFILIAT
AF0119;Comision afiliere — scalahosting.com;Afiliere;international;impact;scalahosting.com;impact;100% comision;procent din vanzare;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://www.scalahosting.com/;activ
AF0120;Comision afiliere — wr.st-asu.com;Afiliere;international;impact;wr.st-asu.com;impact;200% comision;procent din vanzare;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://wr.st-asu.com/company;activ
AF0121;Comision afiliere — twizzlo.com;Afiliere;international;impact;twizzlo.com;impact;50% comision;procent din vanzare;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://twizzlo.com;activ
AF0122;Comision afiliere — knowledgehut.com;Afiliere;international;impact;knowledgehut.com;impact;50% comision;procent din vanzare;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://www.knowledgehut.com/;activ
AF0123;Comision afiliere — datacamp.com;Afiliere;international;impact;datacamp.com;impact;35%;procent din vanzare;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;medie (lipseste linkul);usoara (cont activ);UNKNOWN;standard;https://www.datacamp.com;FARA LINK AFILIAT
AF0124;Comision afiliere — stockx.com;Afiliere;international;impact;stockx.com;impact;3-8%;procent din vanzare;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://stockx.com;activ
AF0125;Comision afiliere — preply.com;Afiliere;international;impact;preply.com;impact;20-30%;procent din vanzare;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;featured;https://preply.com;activ
AF0126;Comision afiliere — crocs.com;Afiliere;international;impact;crocs.com;impact;5-10%;procent din vanzare;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://www.crocs.com;activ
AF0127;Comision afiliere — popai.pro;Afiliere;international;impact;popai.pro;impact;45% comision;procent din vanzare;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://www.popai.pro;activ
AF0128;Comision afiliere — 365datascience.com;Afiliere;international;impact;365datascience.com;impact;30% comision;procent din vanzare;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://365datascience.com;activ
AF0129;Comision afiliere — accio.com;Afiliere;international;impact;accio.com;impact;30% comision;procent din vanzare;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://www.accio.com/;activ
AF0130;Comision afiliere — artemisads.com;Afiliere;international;impact;artemisads.com;impact;35% comision;procent din vanzare;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://www.ArtemisAds.com;activ
AF0131;Comision afiliere — byteplus.com;Afiliere;international;impact;byteplus.com;impact;30% comision;procent din vanzare;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://byteplus.com;activ
AF0132;Comision afiliere — cleanemail.com;Afiliere;international;impact;cleanemail.com;impact;30% comision;procent din vanzare;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://cleanemail.com;activ
AF0133;Comision afiliere — coohom.com;Afiliere;international;impact;coohom.com;impact;30% comision;procent din vanzare;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://www.coohom.com/;activ
AF0134;Comision afiliere — elightup.com;Afiliere;international;impact;elightup.com;impact;30% comision;procent din vanzare;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;http://elightup.com;activ
AF0135;Comision afiliere — justfitpro.com;Afiliere;international;impact;justfitpro.com;impact;45% comision;procent din vanzare;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://www.justfitpro.com;activ
AF0136;Comision afiliere — globaldelight.com;Afiliere;international;impact;globaldelight.com;impact;30% comision;procent din vanzare;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;http://www.globaldelight.com;activ
AF0137;Comision afiliere — homestyler.com;Afiliere;international;impact;homestyler.com;impact;30% comision;procent din vanzare;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://www.homestyler.com;activ
AF0138;Comision afiliere — dumblescore.com;Afiliere;international;impact;dumblescore.com;impact;40% comision;procent din vanzare;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://dumblescore.com;activ
AF0139;Comision afiliere — mydataremoval.com;Afiliere;international;impact;mydataremoval.com;impact;35% comision;procent din vanzare;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;medie (lipseste linkul);usoara (cont activ);UNKNOWN;standard;https://www.mydataremoval.com;FARA LINK AFILIAT
AF0140;Comision afiliere — nordvpn.com;Afiliere;international;impact;nordvpn.com;impact;40% comision;procent din vanzare;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;http://nordvpn.com;activ
AF0141;Comision afiliere — vidmage.ai;Afiliere;international;impact;vidmage.ai;impact;30% comision;procent din vanzare;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://vidmage.ai;activ
AF0142;Comision afiliere — pacdora.com;Afiliere;international;impact;pacdora.com;impact;30% comision;procent din vanzare;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://www.pacdora.com;activ
AF0143;Comision afiliere — renderforest.com;Afiliere;international;impact;renderforest.com;impact;40% comision;procent din vanzare;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;http://www.renderforest.com;activ
AF0144;Comision afiliere — retouch4.me;Afiliere;international;impact;retouch4.me;impact;40% comision;procent din vanzare;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://retouch4.me;activ
AF0145;Comision afiliere — lingchat.pro;Afiliere;international;impact;lingchat.pro;impact;40% comision;procent din vanzare;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://www.lingchat.pro;activ
AF0146;Comision afiliere — wondershare.com;Afiliere;international;impact;wondershare.com;impact;30% comision;procent din vanzare;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://www.wondershare.com;activ
AF0147;Comision afiliere — transkriptor.com;Afiliere;international;impact;transkriptor.com;impact;30% comision;procent din vanzare;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://transkriptor.com;activ
AF0148;Comision afiliere — infinitekind.com;Afiliere;international;impact;infinitekind.com;impact;30% comision;procent din vanzare;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;http://infinitekind.com;activ
AF0149;Comision afiliere — readkidz.com;Afiliere;international;impact;readkidz.com;impact;45% comision;procent din vanzare;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://www.readkidz.com/;activ
AF0150;Comision afiliere — sider.ai;Afiliere;international;impact;sider.ai;impact;30% comision;procent din vanzare;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://sider.ai;activ
AF0151;Comision afiliere — picwish.com;Afiliere;international;impact;picwish.com;impact;35% comision;procent din vanzare;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://picwish.com/;activ
AF0152;Comision afiliere — cutout.pro;Afiliere;international;impact;cutout.pro;impact;30% comision;procent din vanzare;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://www.cutout.pro;activ
AF0153;Comision afiliere — readdle.com;Afiliere;international;impact;readdle.com;impact;40% comision;procent din vanzare;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://readdle.com/;activ
AF0154;Comision afiliere — skylum.com;Afiliere;international;impact;skylum.com;impact;20-30%;procent din vanzare;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://skylum.com;activ
AF0155;Comision afiliere — omio.com;Afiliere;international;impact;omio.com;impact;3-5%;procent din vanzare;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://www.omio.com;activ
AF0156;Comision afiliere — eu.turtlebeach.com;Afiliere;international;impact;eu.turtlebeach.com;impact;5-8%;procent din vanzare;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://eu.turtlebeach.com;activ
AF0157;Comision afiliere — maxicosi.com;Afiliere;international;impact;maxicosi.com;impact;5-8%;procent din vanzare;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://maxicosi.com;activ
AF0158;Comision afiliere — flashcloud.com;Afiliere;international;impact;flashcloud.com;impact;$60.00 per conversie;suma fixa;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://flashcloud.com;activ
AF0159;Comision afiliere — mc-prime.com;Afiliere;international;impact;mc-prime.com;impact;$150.00 per conversie;suma fixa;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://mc-prime.com;activ
AF0160;Comision afiliere — kraken.com;Afiliere;international;impact;kraken.com;impact;$100.00 per conversie;suma fixa;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://www.kraken.com;activ
AF0161;Comision afiliere — intego.com;Afiliere;international;impact;intego.com;impact;25-40%;procent din vanzare;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://www.intego.com;activ
AF0162;Comision afiliere — kkday.com;Afiliere;international;impact;kkday.com;impact;2-5%;procent din vanzare;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://www.kkday.com;activ
AF0163;Comision afiliere — muc-off.com;Afiliere;international;impact;muc-off.com;impact;10%;procent din vanzare;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://muc-off.com;activ
AF0164;Comision afiliere — iproyal.com;Afiliere;international;impact;iproyal.com;impact;10-15%;procent din vanzare;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://iproyal.com;activ
AF0165;Comision afiliere — oneplus.com;Afiliere;international;impact;oneplus.com;impact;3-6%;procent din vanzare;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://www.oneplus.com;activ
AF0166;Comision afiliere — amigosim.com;Afiliere;international;impact;amigosim.com;impact;20% comision;procent din vanzare;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://www.amigosim.com/;activ
AF0167;Comision afiliere — amofashionltd.com;Afiliere;international;impact;amofashionltd.com;impact;20% comision;procent din vanzare;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://amofashionltd.com/;activ
AF0168;Comision afiliere — joinappex.com;Afiliere;international;impact;joinappex.com;impact;20% comision;procent din vanzare;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://joinappex.com;activ
